customer,income,mailer,purchase,visits_so_far,week
1,46,0,0,1.791759469,41
1,46,0,0,1.791759469,42
1,46,0,0,1.791759469,43
1,46,0,0,1.791759469,44
1,46,0,0,1.791759469,45
1,46,0,1,1.791759469,46
1,46,0,0,1.791759469,47
1,46,0,0,1.791759469,48
1,46,0,0,1.791759469,49
2,36,0,0,0,0
2,36,0,0,0,1
2,36,0,0,0,2
2,36,0,0,0,3
2,36,0,0,0,4
2,36,0,0,0,5
2,36,0,0,0,6
2,36,0,1,0,7
2,36,0,0,0,8
2,36,0,0,0,9
2,36,0,0,0,10
2,36,0,0,0,11
2,36,0,0,0,12
2,36,0,0,0,13
2,36,0,0,0,14
2,36,0,0,0,15
2,36,0,0,0,16
2,36,0,0,0,17
2,36,0,0,0,18
2,36,0,0,0,19
2,36,0,0,0,20
2,36,0,0,0,21
2,36,0,0,0,22
2,36,0,0,0,23
2,36,1,1,0,24
2,36,0,0,0,25
2,36,0,0,0,26
2,36,0,1,0,27
2,36,0,0,0,28
2,36,0,0,0,29
2,36,0,0,0,30
2,36,0,0,0,31
2,36,0,0,0,32
2,36,0,0,0,33
2,36,0,0,0,34
2,36,0,0,0,35
2,36,0,0,0,36
2,36,0,1,0,37
2,36,0,0,0,38
2,36,0,1,0,39
2,36,0,0,0,40
2,36,0,0,0,41
2,36,0,0,0,42
2,36,0,0,0,43
2,36,0,0,0,44
2,36,0,1,0,45
2,36,0,0,0,46
2,36,0,0,0,47
2,36,0,0,0,48
2,36,1,0,0,49
3,58,0,0,0,0
3,58,0,0,0,1
3,58,0,0,0,2
3,58,0,0,0,3
3,58,0,0,0,4
3,58,0,0,0.693147181,5
3,58,0,0,0.693147181,6
3,58,0,0,1.098612289,7
3,58,0,0,1.098612289,8
3,58,0,0,1.098612289,9
3,58,0,0,1.098612289,10
3,58,0,1,1.098612289,11
3,58,0,0,1.386294361,12
3,58,0,1,1.386294361,13
3,58,0,0,1.386294361,14
3,58,0,0,1.386294361,15
3,58,0,1,1.386294361,16
3,58,0,0,1.386294361,17
3,58,0,0,1.386294361,18
3,58,0,1,1.386294361,19
3,58,0,1,1.386294361,20
3,58,0,0,1.386294361,21
3,58,0,1,1.609437912,22
3,58,0,1,1.609437912,23
3,58,0,0,1.609437912,24
3,58,0,1,1.609437912,25
3,58,0,1,1.609437912,26
3,58,0,0,1.609437912,27
3,58,0,0,1.791759469,28
3,58,0,0,1.791759469,29
3,58,0,1,1.791759469,30
3,58,0,0,1.945910149,31
3,58,0,1,1.945910149,32
3,58,0,0,2.079441542,33
3,58,0,0,2.079441542,34
3,58,0,0,2.197224577,35
3,58,0,1,2.197224577,36
3,58,0,0,2.197224577,37
3,58,0,0,2.197224577,38
3,58,0,1,2.197224577,39
3,58,0,1,2.197224577,40
3,58,0,0,2.302585093,41
3,58,0,1,2.397895273,42
3,58,0,1,2.397895273,43
3,58,0,1,2.397895273,44
3,58,0,0,2.397895273,45
3,58,0,0,2.397895273,46
3,58,0,1,2.397895273,47
3,58,0,0,2.397895273,48
3,58,0,1,2.397895273,49
4,60,0,0,0,0
4,60,0,0,0,1
4,60,0,1,0,2
4,60,0,1,0,3
4,60,0,0,0.693147181,4
4,60,0,0,1.098612289,5
4,60,0,0,1.386294361,6
4,60,0,1,1.609437912,7
4,60,0,1,1.609437912,8
4,60,0,1,1.609437912,9
4,60,0,0,1.609437912,10
4,60,0,1,1.791759469,11
4,60,0,0,1.791759469,12
4,60,0,1,1.945910149,13
4,60,0,0,2.079441542,14
4,60,0,0,2.079441542,15
4,60,0,1,2.197224577,16
4,60,0,1,2.197224577,17
4,60,0,1,2.197224577,18
4,60,0,0,2.302585093,19
4,60,0,0,2.302585093,20
4,60,0,1,2.302585093,21
4,60,0,0,2.397895273,22
4,60,0,0,2.397895273,23
4,60,0,0,2.397895273,24
4,60,0,1,2.48490665,25
4,60,0,1,2.48490665,26
4,60,0,0,2.48490665,27
4,60,0,1,2.48490665,28
4,60,0,1,2.564949357,29
4,60,0,0,2.63905733,30
4,60,0,1,2.63905733,31
4,60,0,1,2.63905733,32
4,60,0,1,2.708050201,33
4,60,0,1,2.708050201,34
4,60,0,1,2.772588722,35
4,60,0,1,2.772588722,36
4,60,0,1,2.833213344,37
4,60,0,1,2.833213344,38
4,60,0,1,2.890371758,39
4,60,0,1,2.890371758,40
4,60,0,0,2.890371758,41
4,60,0,1,2.890371758,42
4,60,0,0,2.890371758,43
4,60,0,0,2.890371758,44
4,60,0,0,2.890371758,45
4,60,0,1,2.944438979,46
4,60,0,1,2.944438979,47
4,60,0,1,2.944438979,48
4,60,0,1,2.944438979,49
5,39,0,0,0,0
5,39,0,0,0,1
5,39,0,0,0,2
5,39,0,0,0,3
5,39,0,0,0.693147181,4
5,39,0,0,0.693147181,5
5,39,0,0,1.098612289,6
5,39,0,0,1.098612289,7
5,39,0,1,1.098612289,8
5,39,0,0,1.098612289,9
5,39,0,0,1.098612289,10
5,39,0,0,1.098612289,11
5,39,0,0,1.098612289,12
5,39,0,0,1.098612289,13
5,39,0,1,1.098612289,14
5,39,0,0,1.386294361,15
5,39,0,0,1.386294361,16
5,39,0,1,1.386294361,17
5,39,0,0,1.386294361,18
5,39,0,0,1.609437912,19
5,39,0,0,1.791759469,20
5,39,0,1,1.791759469,21
5,39,0,1,1.945910149,22
5,39,0,0,2.079441542,23
5,39,0,0,2.079441542,24
5,39,1,1,2.079441542,25
5,39,0,0,2.079441542,26
5,39,0,1,2.079441542,27
5,39,0,0,2.079441542,28
5,39,0,0,2.079441542,29
5,39,0,1,2.197224577,30
5,39,0,1,2.302585093,31
5,39,0,0,2.397895273,32
5,39,0,1,2.48490665,33
5,39,1,1,2.564949357,34
5,39,0,0,2.564949357,35
5,39,0,1,2.63905733,36
5,39,0,1,2.63905733,37
5,39,0,0,2.708050201,38
5,39,0,0,2.708050201,39
5,39,0,1,2.772588722,40
5,39,0,0,2.772588722,41
5,39,0,1,2.772588722,42
5,39,0,0,2.833213344,43
5,39,0,1,2.833213344,44
5,39,0,0,2.833213344,45
5,39,0,0,2.833213344,46
5,39,0,0,2.890371758,47
5,39,0,0,2.890371758,48
5,39,0,0,2.890371758,49
6,47,0,1,0,0
6,47,0,0,0,1
6,47,0,1,0.693147181,2
6,47,0,0,0.693147181,3
6,47,0,0,0.693147181,4
6,47,1,0,0.693147181,5
6,47,0,0,1.098612289,6
6,47,0,0,1.098612289,7
6,47,0,0,1.386294361,8
6,47,0,0,1.386294361,9
6,47,1,0,1.386294361,10
6,47,0,0,1.386294361,11
6,47,1,1,1.386294361,12
6,47,0,1,1.386294361,13
6,47,0,0,1.386294361,14
6,47,0,0,1.609437912,15
6,47,0,1,1.609437912,16
6,47,0,0,1.609437912,17
6,47,0,0,1.791759469,18
6,47,0,1,1.945910149,19
6,47,0,0,1.945910149,20
6,47,0,1,1.945910149,21
6,47,0,1,1.945910149,22
6,47,0,0,1.945910149,23
6,47,0,0,1.945910149,24
6,47,0,0,1.945910149,25
6,47,0,0,1.945910149,26
6,47,1,1,2.079441542,27
6,47,0,1,2.197224577,28
6,47,0,0,2.197224577,29
6,47,0,0,2.302585093,30
6,47,0,0,2.397895273,31
6,47,0,1,2.397895273,32
6,47,0,0,2.397895273,33
6,47,0,1,2.48490665,34
6,47,0,0,2.48490665,35
6,47,0,0,2.564949357,36
6,47,0,1,2.564949357,37
6,47,0,0,2.63905733,38
6,47,0,1,2.708050201,39
6,47,0,1,2.772588722,40
6,47,1,0,2.772588722,41
6,47,0,1,2.772588722,42
6,47,0,1,2.772588722,43
6,47,0,1,2.772588722,44
6,47,0,0,2.772588722,45
6,47,0,0,2.833213344,46
6,47,0,0,2.890371758,47
6,47,0,0,2.890371758,48
6,47,0,1,2.890371758,49
7,51,0,0,0,0
7,51,0,0,0,1
7,51,0,0,0,2
7,51,0,0,0,3
7,51,0,0,0,4
7,51,0,0,0,5
7,51,0,0,0,6
7,51,0,1,0.693147181,7
7,51,0,1,1.098612289,8
7,51,0,0,1.386294361,9
7,51,0,0,1.386294361,10
7,51,1,0,1.386294361,11
7,51,0,1,1.386294361,12
7,51,0,0,1.386294361,13
7,51,0,1,1.386294361,14
7,51,0,0,1.386294361,15
7,51,0,1,1.609437912,16
7,51,0,1,1.609437912,17
7,51,1,1,1.609437912,18
7,51,1,1,1.609437912,19
7,51,0,0,1.609437912,20
7,51,0,0,1.609437912,21
7,51,0,0,1.609437912,22
7,51,0,0,1.609437912,23
7,51,0,1,1.791759469,24
7,51,0,0,1.791759469,25
7,51,0,1,1.791759469,26
7,51,0,0,1.791759469,27
7,51,0,1,1.791759469,28
7,51,0,0,1.791759469,29
7,51,0,1,1.791759469,30
7,51,1,1,1.791759469,31
7,51,0,0,1.791759469,32
7,51,0,0,1.791759469,33
7,51,0,0,1.791759469,34
7,51,0,1,1.945910149,35
7,51,0,1,1.945910149,36
7,51,0,0,1.945910149,37
7,51,0,1,2.079441542,38
7,51,0,0,2.079441542,39
7,51,0,1,2.079441542,40
7,51,0,0,2.079441542,41
7,51,0,0,2.079441542,42
7,51,0,1,2.079441542,43
7,51,0,0,2.079441542,44
7,51,0,1,2.079441542,45
7,51,0,0,2.079441542,46
7,51,0,0,2.079441542,47
7,51,0,0,2.197224577,48
7,51,1,1,2.197224577,49
8,54,0,0,0,0
8,54,0,0,0,1
8,54,0,0,0,2
8,54,0,0,0,3
8,54,0,0,0,4
8,54,0,0,0,5
8,54,0,0,0,6
8,54,0,0,0,7
8,54,0,0,0,8
8,54,0,1,0,9
8,54,0,0,0,10
8,54,0,0,0,11
8,54,0,0,0,12
8,54,0,1,0,13
8,54,0,0,0,14
8,54,0,0,0.693147181,15
8,54,0,0,0.693147181,16
8,54,0,0,0.693147181,17
8,54,1,1,0.693147181,18
8,54,0,0,0.693147181,19
8,54,0,1,0.693147181,20
8,54,0,0,0.693147181,21
8,54,0,0,0.693147181,22
8,54,0,0,0.693147181,23
8,54,0,0,0.693147181,24
8,54,0,0,0.693147181,25
8,54,0,0,0.693147181,26
8,54,1,1,0.693147181,27
8,54,0,0,0.693147181,28
8,54,0,1,0.693147181,29
8,54,0,0,0.693147181,30
8,54,0,0,0.693147181,31
8,54,0,1,1.098612289,32
8,54,0,0,1.098612289,33
8,54,0,0,1.098612289,34
8,54,0,0,1.098612289,35
8,54,0,0,1.098612289,36
8,54,0,0,1.098612289,37
8,54,0,0,1.098612289,38
8,54,0,1,1.098612289,39
8,54,0,1,1.098612289,40
8,54,0,0,1.098612289,41
8,54,0,1,1.098612289,42
8,54,0,1,1.098612289,43
8,54,0,0,1.098612289,44
8,54,1,0,1.098612289,45
8,54,0,1,1.098612289,46
8,54,0,0,1.098612289,47
8,54,0,1,1.098612289,48
8,54,0,0,1.098612289,49
9,46,0,0,0,0
9,46,0,0,0.693147181,1
9,46,0,0,0.693147181,2
9,46,0,1,0.693147181,3
9,46,0,0,1.098612289,4
9,46,0,0,1.098612289,5
9,46,0,0,1.386294361,6
9,46,0,0,1.609437912,7
9,46,0,0,1.609437912,8
9,46,0,0,1.609437912,9
9,46,0,1,1.609437912,10
9,46,0,1,1.791759469,11
9,46,0,0,1.791759469,12
9,46,0,0,1.791759469,13
9,46,0,0,1.945910149,14
9,46,0,0,1.945910149,15
9,46,0,0,1.945910149,16
9,46,0,0,2.079441542,17
9,46,0,0,2.079441542,18
9,46,0,1,2.079441542,19
9,46,0,0,2.079441542,20
9,46,0,1,2.197224577,21
9,46,0,0,2.302585093,22
9,46,0,1,2.397895273,23
9,46,0,1,2.397895273,24
9,46,0,1,2.397895273,25
9,46,0,0,2.397895273,26
9,46,0,0,2.48490665,27
9,46,0,1,2.564949357,28
9,46,1,0,2.564949357,29
9,46,0,0,2.63905733,30
9,46,0,0,2.708050201,31
9,46,0,1,2.708050201,32
9,46,0,0,2.772588722,33
9,46,0,1,2.833213344,34
9,46,0,0,2.833213344,35
9,46,0,0,2.833213344,36
9,46,0,0,2.890371758,37
9,46,0,0,2.944438979,38
9,46,0,1,2.944438979,39
9,46,0,1,2.944438979,40
9,46,0,1,2.944438979,41
9,46,0,1,2.944438979,42
9,46,0,0,2.944438979,43
9,46,0,0,2.995732274,44
9,46,0,0,2.995732274,45
9,46,0,0,3.044522438,46
9,46,0,1,3.091042453,47
9,46,0,0,3.091042453,48
9,46,0,0,3.135494216,49
10,56,1,0,0,0
10,56,0,0,0.693147181,1
10,56,0,0,0.693147181,2
10,56,0,0,0.693147181,3
10,56,0,1,1.098612289,4
10,56,0,0,1.386294361,5
10,56,0,1,1.609437912,6
10,56,0,1,1.791759469,7
10,56,0,0,1.791759469,8
10,56,0,1,1.791759469,9
10,56,0,0,1.945910149,10
10,56,0,0,1.945910149,11
10,56,0,1,1.945910149,12
10,56,0,0,1.945910149,13
10,56,0,1,1.945910149,14
10,56,0,1,1.945910149,15
10,56,0,1,2.079441542,16
10,56,0,1,2.079441542,17
10,56,1,0,2.079441542,18
10,56,0,1,2.079441542,19
10,56,0,0,2.197224577,20
10,56,0,0,2.197224577,21
10,56,0,1,2.197224577,22
10,56,0,0,2.302585093,23
10,56,0,0,2.397895273,24
10,56,0,0,2.48490665,25
10,56,1,1,2.564949357,26
10,56,0,1,2.564949357,27
10,56,0,1,2.63905733,28
10,56,0,0,2.63905733,29
10,56,0,1,2.63905733,30
10,56,0,0,2.708050201,31
10,56,0,1,2.772588722,32
10,56,0,0,2.772588722,33
10,56,0,0,2.772588722,34
10,56,0,1,2.772588722,35
10,56,0,0,2.772588722,36
10,56,0,0,2.833213344,37
10,56,0,0,2.890371758,38
10,56,1,0,2.890371758,39
10,56,0,0,2.944438979,40
10,56,0,1,2.944438979,41
10,56,0,1,2.995732274,42
10,56,0,1,2.995732274,43
10,56,0,0,2.995732274,44
10,56,0,1,2.995732274,45
10,56,0,0,2.995732274,46
10,56,0,0,3.044522438,47
10,56,0,0,3.091042453,48
10,56,0,1,3.135494216,49
11,33,0,0,0,0
11,33,0,0,0,1
11,33,0,0,0,2
11,33,1,0,0.693147181,3
11,33,0,0,0.693147181,4
11,33,0,1,1.098612289,5
11,33,0,0,1.098612289,6
11,33,1,0,1.098612289,7
11,33,0,0,1.386294361,8
11,33,0,0,1.386294361,9
11,33,0,0,1.386294361,10
11,33,0,0,1.386294361,11
11,33,0,0,1.609437912,12
11,33,0,0,1.609437912,13
11,33,0,0,1.791759469,14
11,33,0,0,1.945910149,15
11,33,0,0,1.945910149,16
11,33,0,0,1.945910149,17
11,33,0,1,2.079441542,18
11,33,0,0,2.079441542,19
11,33,0,0,2.079441542,20
11,33,0,0,2.079441542,21
11,33,0,0,2.197224577,22
11,33,1,1,2.197224577,23
11,33,0,0,2.197224577,24
11,33,0,1,2.197224577,25
11,33,0,1,2.197224577,26
11,33,1,1,2.197224577,27
11,33,0,0,2.197224577,28
11,33,0,0,2.197224577,29
11,33,0,1,2.302585093,30
11,33,0,0,2.302585093,31
11,33,0,0,2.302585093,32
11,33,0,0,2.397895273,33
11,33,0,0,2.397895273,34
11,33,0,0,2.397895273,35
11,33,0,0,2.397895273,36
11,33,0,0,2.397895273,37
11,33,0,0,2.48490665,38
11,33,0,0,2.48490665,39
11,33,0,1,2.564949357,40
11,33,0,0,2.564949357,41
11,33,0,1,2.564949357,42
11,33,0,0,2.564949357,43
11,33,0,0,2.564949357,44
11,33,0,0,2.564949357,45
11,33,0,0,2.564949357,46
11,33,0,1,2.63905733,47
11,33,0,0,2.63905733,48
11,33,0,1,2.63905733,49
12,66,0,0,0,0
12,66,0,0,0,1
12,66,0,0,0,2
12,66,0,0,0,3
12,66,0,0,0,4
12,66,0,0,0,5
12,66,1,0,0,6
12,66,0,0,0,7
12,66,0,1,0,8
12,66,0,0,0,9
12,66,0,1,0,10
12,66,0,0,0,11
12,66,0,0,0,12
12,66,0,1,0,13
12,66,0,1,0,14
12,66,0,0,0,15
12,66,0,0,0,16
12,66,0,1,0,17
12,66,0,0,0,18
12,66,0,0,0,19
12,66,0,0,0,20
12,66,0,0,0,21
12,66,0,0,0,22
12,66,0,1,0,23
12,66,0,0,0,24
12,66,0,1,0,25
12,66,1,1,0.693147181,26
12,66,0,0,0.693147181,27
12,66,0,0,0.693147181,28
12,66,0,0,0.693147181,29
12,66,0,1,0.693147181,30
12,66,0,1,0.693147181,31
12,66,0,1,0.693147181,32
12,66,0,1,1.098612289,33
12,66,0,0,1.098612289,34
12,66,0,0,1.098612289,35
12,66,0,0,1.098612289,36
12,66,0,1,1.386294361,37
12,66,0,0,1.386294361,38
12,66,0,0,1.386294361,39
12,66,0,0,1.386294361,40
12,66,1,0,1.386294361,41
12,66,0,0,1.386294361,42
12,66,0,1,1.386294361,43
12,66,0,1,1.386294361,44
12,66,0,0,1.386294361,45
12,66,0,0,1.386294361,46
12,66,1,1,1.386294361,47
12,66,0,1,1.386294361,48
12,66,1,0,1.386294361,49
13,68,1,0,0,0
13,68,0,0,0,1
13,68,0,0,0,2
13,68,0,0,0,3
13,68,1,0,0,4
13,68,0,0,0,5
13,68,0,0,0,6
13,68,0,0,0,7
13,68,0,0,0,8
13,68,0,0,0,9
13,68,0,1,0,10
13,68,0,0,0,11
13,68,0,0,0,12
13,68,0,0,0,13
13,68,0,0,0,14
13,68,0,1,0,15
13,68,0,0,0.693147181,16
13,68,0,0,0.693147181,17
13,68,0,0,0.693147181,18
13,68,0,1,0.693147181,19
13,68,0,0,0.693147181,20
13,68,0,0,0.693147181,21
13,68,0,0,0.693147181,22
13,68,0,0,0.693147181,23
13,68,0,1,0.693147181,24
13,68,0,0,0.693147181,25
13,68,0,0,0.693147181,26
13,68,0,0,0.693147181,27
13,68,0,1,0.693147181,28
13,68,1,0,0.693147181,29
13,68,1,1,0.693147181,30
13,68,0,1,0.693147181,31
13,68,0,1,0.693147181,32
13,68,0,1,0.693147181,33
13,68,0,1,0.693147181,34
13,68,0,1,0.693147181,35
13,68,0,1,0.693147181,36
13,68,0,1,0.693147181,37
13,68,0,1,1.098612289,38
13,68,0,0,1.098612289,39
13,68,0,1,1.386294361,40
13,68,0,1,1.609437912,41
13,68,0,0,1.609437912,42
13,68,0,1,1.609437912,43
13,68,0,1,1.609437912,44
13,68,0,1,1.791759469,45
13,68,0,1,1.945910149,46
13,68,0,1,1.945910149,47
13,68,1,0,1.945910149,48
13,68,0,1,1.945910149,49
14,53,0,0,0,0
14,53,0,0,0,1
14,53,0,0,0,2
14,53,0,0,0,3
14,53,0,0,0,4
14,53,0,0,0,5
14,53,0,0,0,6
14,53,0,0,0,7
14,53,0,1,0,8
14,53,0,0,0,9
14,53,0,0,0,10
14,53,1,1,0,11
14,53,0,0,0,12
14,53,0,0,0,13
14,53,0,0,0,14
14,53,0,0,0,15
14,53,0,0,0,16
14,53,0,0,0,17
14,53,0,0,0,18
14,53,0,0,0,19
14,53,0,0,0,20
14,53,0,0,0,21
14,53,0,0,0,22
14,53,1,0,0,23
14,53,0,0,0.693147181,24
14,53,0,0,0.693147181,25
14,53,0,0,0.693147181,26
14,53,0,0,1.098612289,27
14,53,0,0,1.098612289,28
14,53,0,1,1.098612289,29
14,53,0,0,1.098612289,30
14,53,0,0,1.098612289,31
14,53,0,0,1.386294361,32
14,53,0,0,1.386294361,33
14,53,0,0,1.386294361,34
14,53,0,1,1.386294361,35
14,53,0,0,1.386294361,36
14,53,0,0,1.386294361,37
14,53,0,0,1.609437912,38
14,53,0,1,1.609437912,39
14,53,0,0,1.609437912,40
14,53,0,1,1.609437912,41
14,53,0,0,1.609437912,42
14,53,0,1,1.609437912,43
14,53,0,1,1.609437912,44
14,53,0,1,1.609437912,45
14,53,1,0,1.609437912,46
14,53,0,0,1.609437912,47
14,53,0,1,1.609437912,48
14,53,0,0,1.609437912,49
15,37,0,0,0,0
15,37,0,0,0.693147181,1
15,37,0,0,0.693147181,2
15,37,0,0,1.098612289,3
15,37,1,0,1.098612289,4
15,37,0,0,1.098612289,5
15,37,0,1,1.386294361,6
15,37,0,0,1.386294361,7
15,37,1,0,1.386294361,8
15,37,0,0,1.386294361,9
15,37,0,0,1.609437912,10
15,37,1,0,1.609437912,11
15,37,0,0,1.609437912,12
15,37,0,1,1.609437912,13
15,37,0,0,1.791759469,14
15,37,0,1,1.791759469,15
15,37,0,0,1.945910149,16
15,37,0,1,2.079441542,17
15,37,0,0,2.079441542,18
15,37,0,0,2.197224577,19
15,37,0,0,2.302585093,20
15,37,0,0,2.302585093,21
15,37,0,1,2.302585093,22
15,37,0,1,2.397895273,23
15,37,0,0,2.397895273,24
15,37,1,0,2.48490665,25
15,37,0,0,2.564949357,26
15,37,1,1,2.63905733,27
15,37,1,1,2.63905733,28
15,37,0,0,2.63905733,29
15,37,0,1,2.708050201,30
15,37,0,0,2.772588722,31
15,37,0,0,2.772588722,32
15,37,0,1,2.833213344,33
15,37,1,1,2.890371758,34
15,37,1,0,2.890371758,35
15,37,0,1,2.890371758,36
15,37,0,0,2.944438979,37
15,37,0,0,2.995732274,38
15,37,0,1,3.044522438,39
15,37,0,0,3.091042453,40
15,37,0,1,3.091042453,41
15,37,1,1,3.091042453,42
15,37,1,0,3.091042453,43
15,37,0,1,3.135494216,44
15,37,0,1,3.17805383,45
15,37,1,1,3.17805383,46
15,37,0,1,3.17805383,47
15,37,0,0,3.17805383,48
15,37,0,0,3.218875825,49
16,62,0,0,0,0
16,62,0,0,0,1
16,62,0,1,0,2
16,62,0,0,0,3
16,62,0,0,0,4
16,62,0,0,0,5
16,62,0,0,0,6
16,62,0,0,0,7
16,62,0,0,0.693147181,8
16,62,0,0,1.098612289,9
16,62,0,0,1.098612289,10
16,62,0,0,1.098612289,11
16,62,0,0,1.098612289,12
16,62,0,1,1.386294361,13
16,62,1,0,1.609437912,14
16,62,0,1,1.609437912,15
16,62,0,0,1.609437912,16
16,62,0,0,1.609437912,17
16,62,0,1,1.609437912,18
16,62,0,0,1.609437912,19
16,62,0,0,1.609437912,20
16,62,0,0,1.609437912,21
16,62,0,0,1.609437912,22
16,62,0,1,1.791759469,23
16,62,0,1,1.945910149,24
16,62,0,1,2.079441542,25
16,62,0,0,2.079441542,26
16,62,0,0,2.079441542,27
16,62,0,0,2.197224577,28
16,62,0,1,2.197224577,29
16,62,0,1,2.197224577,30
16,62,0,0,2.302585093,31
16,62,0,1,2.302585093,32
16,62,0,0,2.302585093,33
16,62,0,1,2.397895273,34
16,62,0,1,2.397895273,35
16,62,0,0,2.48490665,36
16,62,0,1,2.48490665,37
16,62,0,0,2.48490665,38
16,62,0,1,2.48490665,39
16,62,0,1,2.48490665,40
16,62,0,1,2.564949357,41
16,62,0,0,2.564949357,42
16,62,0,0,2.63905733,43
16,62,0,1,2.63905733,44
16,62,0,1,2.63905733,45
16,62,0,0,2.63905733,46
16,62,0,1,2.63905733,47
16,62,0,1,2.708050201,48
16,62,0,0,2.772588722,49
17,43,1,0,0,0
17,43,0,0,0,1
17,43,0,0,0.693147181,2
17,43,0,1,0.693147181,3
17,43,0,0,0.693147181,4
17,43,0,0,1.098612289,5
17,43,0,0,1.386294361,6
17,43,1,0,1.386294361,7
17,43,0,1,1.609437912,8
17,43,0,1,1.609437912,9
17,43,0,0,1.609437912,10
17,43,0,0,1.609437912,11
17,43,0,0,1.609437912,12
17,43,0,1,1.609437912,13
17,43,0,1,1.791759469,14
17,43,0,0,1.945910149,15
17,43,0,0,2.079441542,16
17,43,0,0,2.197224577,17
17,43,1,1,2.197224577,18
17,43,0,1,2.197224577,19
17,43,0,1,2.197224577,20
17,43,0,1,2.197224577,21
17,43,0,1,2.197224577,22
17,43,0,1,2.197224577,23
17,43,0,0,2.197224577,24
17,43,0,1,2.197224577,25
17,43,0,1,2.197224577,26
17,43,0,0,2.197224577,27
17,43,1,1,2.197224577,28
17,43,0,0,2.302585093,29
17,43,0,0,2.302585093,30
17,43,0,0,2.302585093,31
17,43,0,1,2.302585093,32
17,43,1,0,2.302585093,33
17,43,0,1,2.302585093,34
17,43,1,0,2.302585093,35
17,43,0,1,2.302585093,36
17,43,0,1,2.302585093,37
17,43,0,1,2.397895273,38
17,43,0,0,2.48490665,39
17,43,0,1,2.48490665,40
17,43,0,0,2.48490665,41
17,43,0,0,2.48490665,42
17,43,0,0,2.48490665,43
17,43,0,0,2.48490665,44
17,43,0,0,2.48490665,45
17,43,0,1,2.48490665,46
17,43,0,0,2.48490665,47
17,43,0,0,2.48490665,48
17,43,0,0,2.564949357,49
18,43,0,0,0,0
18,43,0,0,0,1
18,43,0,0,0,2
18,43,0,0,0,3
18,43,0,0,0,4
18,43,0,0,0,5
18,43,0,0,0.693147181,6
18,43,0,0,0.693147181,7
18,43,1,0,1.098612289,8
18,43,0,1,1.386294361,9
18,43,0,0,1.386294361,10
18,43,0,0,1.386294361,11
18,43,0,0,1.386294361,12
18,43,0,0,1.386294361,13
18,43,0,0,1.609437912,14
18,43,0,1,1.609437912,15
